"","key","clid","cl_label"
"19274","melanotic melanocyte","CL:0002566","dark melanocyte"
"19275","melanotic melanophore","CL:0002566","dark melanocyte"
"19276","amelanotic melanocyte","CL:0002567","light melanocyte"
"19277","amelanotic melanophore","CL:0002567","light melanocyte"
"19278","mesenchymal stem cell of adipose","CL:0002570","mesenchymal stem cell of adipose tissue"
"19279","neurolemmocyte","CL:0002573","Schwann cell"
"19280","perineurial glial cell","CL:0002576","perineurial cell"
"19281","anulus pulposus cell","CL:0002602","annulus pulposus cell"
"19282","astrocyte of the hippocampal formation","CL:0002604","hippocampal astrocyte"
"19283","astrocyte of the hippocampus","CL:0002604","hippocampal astrocyte"
"19284","omental adipocyte","CL:0002615","adipocyte of omentum tissue"
"19285","omental fat cell","CL:0002615","adipocyte of omentum tissue"
"19286","perirenal adipocyte cell","CL:0002616","perirenal adipocyte"
"19287","perirenal fat cell","CL:0002616","perirenal adipocyte"
"19288","breast adipocyte","CL:0002617","adipocyte of breast"
"19289","fat cell of breast","CL:0002617","adipocyte of breast"
"19290","epc","CL:0002619","adult endothelial progenitor cell"
"19291","immature astrocytic glia","CL:0002626","immature astrocyte"
"19292","activated astrocyte","CL:0002627","mature astrocyte"
"19293","mature astrocytic glia","CL:0002627","mature astrocyte"
"19294","immature microglia","CL:0002628","immature microglial cell"
"19295","quiescent microglia","CL:0002628","immature microglial cell"
"19296","resting microglia","CL:0002628","immature microglial cell"
"19297","activated microglia","CL:0002629","mature microglial cell"
"19298","mature microglia","CL:0002629","mature microglial cell"
"19299","reactive microglia","CL:0002629","mature microglial cell"
"19300","airway basal cell","CL:0002633","respiratory basal cell"
"19301","airway basal stem cell","CL:0002633","respiratory basal cell"
"19302","basal epithelial cell of bronchioalveolar duct junction","CL:0002638","bronchioalveolar stem cell"
"19303","basc","CL:0002638","bronchioalveolar stem cell"
"19304","stave cell","CL:0002651","endothelial cell of venous sinus of spleen"
"19305","endothelial cell of postcapillary venule of lymph node","CL:0002652","endothelial cell of high endothelial venule"
"19306","hev cell","CL:0002652","endothelial cell of high endothelial venule"
"19307","glandular cell of endometrium","CL:0002656","glandular endometrial unciliated epithelial cell"
"19308","glandular cell of stomach","CL:0002659","glandular epithelial cell of stomach"
"19309","cardiovascular progenitor cell","CL:0002664","cardioblast"
"19310","cpc","CL:0002664","cardioblast"
"19311","type ii otic fibrocyte","CL:0002666","type 2 otic fibrocyte"
"19312","type ii spiral ligament fibrocyte","CL:0002666","type 2 otic fibrocyte"
"19313","type v otic fibrocyte","CL:0002667","type 5 otic fibrocyte"
"19314","type v spiral ligament fibrocyte","CL:0002667","type 5 otic fibrocyte"
"19315","type iv otic fibrocyte","CL:0002668","type 4 otic fibrocyte"
"19316","type iv spiral ligament fibrocyte","CL:0002668","type 4 otic fibrocyte"
"19317","type iii otic fibrocyte","CL:0002669","type 3 otic fibrocyte"
"19318","type iii spiral ligament fibrocyte","CL:0002669","type 3 otic fibrocyte"
"19319","type i otic fibrocyte","CL:0002670","type 1 otic fibrocyte"
"19320","type i spiral ligament fibrocyte","CL:0002670","type 1 otic fibrocyte"
"19321","h- cell","CL:0002674","H minus"
"19322","naive regulatory t lymphocyte","CL:0002677","naive regulatory T cell"
"19323","naive regulatory t-cell","CL:0002677","naive regulatory T cell"
"19324","naive regulatory t-lymphocyte","CL:0002677","naive regulatory T cell"
"19325","retinal ganglion d cell","CL:0003001","bistratified retinal ganglion cell"
"19326","on-off ds","CL:0003010","G7 retinal ganglion cell"
"19327","epsilon","CL:0003025","retinal ganglion cell C3"
"19328","iota cell","CL:0003027","retinal ganglion cell D2"
"19329","on-off direction selective","CL:0003027","retinal ganglion cell D2"
"19330","l cone","CL:0003048","L cone cell"
"19331","l-cone","CL:0003048","L cone cell"
"19332","long wavelength sensitive cone","CL:0003048","L cone cell"
"19333","long- (l) wavelength-sensitive cone","CL:0003048","L cone cell"
"19334","long-wavelength cone","CL:0003048","L cone cell"
"19335","m cone","CL:0003049","M cone cell"
"19336","m-cone","CL:0003049","M cone cell"
"19337","middle wavelength sensitive cone","CL:0003049","M cone cell"
"19338","middle- (m) wavelength-sensitive cone","CL:0003049","M cone cell"
"19339","middle-wavelength-sensitive (m) cone","CL:0003049","M cone cell"
"19340","s cone","CL:0003050","S cone cell"
"19341","s-(short-wavelength sensitive) cone","CL:0003050","S cone cell"
"19342","s-cone","CL:0003050","S cone cell"
"19343","s-cone photoreceptor","CL:0003050","S cone cell"
"19344","short wavelength sensitive cone","CL:0003050","S cone cell"
"19345","short- (s) wavelength-sensitive cone","CL:0003050","S cone cell"
"19346","short-wavelength sensitive cone","CL:0003050","S cone cell"
"19347","short-wavelength-sensitive (s) cone","CL:0003050","S cone cell"
"19348","alpha cell","CL:0004117","retinal ganglion cell A"
"19349","retinal ganglion cell b4","CL:0004119","retinal ganglion cell B1"
"19350","i-2","CL:0004120","retinal ganglion cell A1"
"19351","inner alpha retinal ganglion cell","CL:0004120","retinal ganglion cell A1"
"19352","type i","CL:0004120","retinal ganglion cell A1"
"19353","delta","CL:0004124","retinal ganglion cell C1"
"19354","mtn projecting","CL:0004124","retinal ganglion cell C1"
"19355","on-direction-selective","CL:0004124","retinal ganglion cell C1"
"19356","i-1","CL:0004138","retinal ganglion cell A2"
"19357","outer alpha retinal ganglion cell","CL:0004138","retinal ganglion cell A2"
"19358","a horizontal cell","CL:0004217","H1 horizontal cell"
"19359","h1","CL:0004217","H1 horizontal cell"
"19360","b horizontal cell","CL:0004218","H2 horizontal cell"
"19361","h2","CL:0004218","H2 horizontal cell"
"19362","ka cell","CL:0005007","Kolmer-Agduhr neuron"
"19363","ka interneuron","CL:0005007","Kolmer-Agduhr neuron"
"19364","ka neuron","CL:0005007","Kolmer-Agduhr neuron"
"19365","kolmer-agduhr cell","CL:0005007","Kolmer-Agduhr neuron"
"19366","intercalated cell","CL:0005010","renal intercalated cell"
"19367","type a intercalated cell","CL:0005011","renal alpha-intercalated cell"
"19368","type a-ic","CL:0005011","renal alpha-intercalated cell"
"19369","mcc","CL:0005012","multiciliated epithelial cell"
"19370","multi-ciliated cell","CL:0005012","multiciliated epithelial cell"
"19371","multi-ciliated epithelial cell","CL:0005012","multiciliated epithelial cell"
"19372","multiciliated cell","CL:0005012","multiciliated epithelial cell"
"19373","auditory epithelial support cell","CL:0005014","auditory epithelial supporting cell"
"19374","pancreatic e cell","CL:0005019","pancreatic epsilon cell"
"19375","parachordal lymphangioblast","CL:0005022","vascular lymphangioblast"
"19376","branchi motor neuron","CL:0005023","branchiomotor neuron"
"19377","special visceral motor neuron","CL:0005023","branchiomotor neuron"
"19378","somatic motor neuron","CL:0005024","somatomotor neuron"
"19379","general visceral motor neuron","CL:0005025","visceromotor neuron"
"19380","scleroblast","CL:0007001","skeletogenic cell"
"19381","axial mesodermal cell","CL:0007006","chordamesodermal cell"
"19382","chordablast","CL:0007008","notochordal vacuole cell"
"19383","chordoblast","CL:0007008","notochordal vacuole cell"
"19384","osteoprogenitor cell","CL:0007010","preosteoblast"
"19385","passaged cultured cell","CL:0007014","obsolete cell line cell"
"19386","finite cell line cell","CL:0007015","obsolete mortal cell line cell"
"19387","alarm substance secreting cell","CL:0007021","alarm substance cell"
"19388","club cell (zebrafish)","CL:0007021","alarm substance cell"
"19389","plug cell","CL:0007022","micropylar cell"
"19390","myogenic precursor cell","CL:0008017","adult skeletal muscle myoblast"
"19391","mesenchyme cell","CL:0008019","mesenchymal cell"
"19392","cerebral cortex interneuron","CL:0008031","cortical interneuron"
"19393","decidual perivascular cell","CL:0008033","decidual pericyte"
"19394","evt","CL:0008036","extravillous trophoblast"
"19395","extravillous cytotrophloblast","CL:0008036","extravillous trophoblast"
"19396","fusimotor neuron","CL:0008037","gamma motor neuron"
"19397","alpha motoneuron","CL:0008038","alpha motor neuron"
"19398","tanycyte-like cell of subfornical organ","CL:0008042","tanycyte of subfornical organ"
"19399","tanycyte-like cell of area postrema","CL:0008044","tanycyte of area postrema"
"19400","tanycyte-like cell of subcommissural organ","CL:0008045","tanycyte of subcommissural organ"
"19401","myofibra extrafusalis","CL:0008046","extrafusal muscle fiber"
"19402","myofibra intrafusalis","CL:0008047","intrafusal muscle fiber"
"19403","pyramidal cell of betz","CL:0008049","Betz cell"
"19404","spinal sensory neuron","CL:0009000","sensory neuron of spinal nerve"
"19405","small intestine enteroendocrine cell","CL:0009006","enteroendocrine cell of small intestine"
"19406","macrophage of small intestine","CL:0009007","gastrointestinal tract (lamina propria) macrophage of small intestine"
"19407","small intestine lamina propria resident macrophage","CL:0009007","gastrointestinal tract (lamina propria) macrophage of small intestine"
"19408","large intestine lamina propria resident macrophage","CL:0009008","gastrointestinal tract (lamina propria) macrophage of large intestine"
"19409","macrophage of large intestine","CL:0009008","gastrointestinal tract (lamina propria) macrophage of large intestine"
"19410","paneth cell of epithelium of colon","CL:0009009","paneth cell of colon"
"19411","paneth cell of epithelium of large intestine","CL:0009009","paneth cell of colon"
"19412","paneth-like cell","CL:0009009","paneth cell of colon"
"19413","tac","CL:0009010","transit amplifying cell"
"19414","tacs","CL:0009010","transit amplifying cell"
"19415","transient amplifying cell","CL:0009010","transit amplifying cell"
"19416","transit amplifying progenitor cell","CL:0009010","transit amplifying cell"
"19417","transit-amplifying cell","CL:0009010","transit amplifying cell"
"19418","colon transit amplifying cell","CL:0009011","transit amplifying cell of colon"
"19419","transient amplifying cell of colon","CL:0009011","transit amplifying cell of colon"
"19420","transient amplifying cell of crypt of lieberkuhn of colon","CL:0009011","transit amplifying cell of colon"
"19421","transit amplifying cell of crypt of lieberkuhn of colon","CL:0009011","transit amplifying cell of colon"
"19422","transit amplifying cell of large intestine","CL:0009011","transit amplifying cell of colon"
"19423","transit-amplifying cell of colon","CL:0009011","transit amplifying cell of colon"
"19424","small intestine transit amplifying cell","CL:0009012","transit amplifying cell of small intestine"
"19425","transient amplifying cell of crypt of lieberkuhn of small intestine","CL:0009012","transit amplifying cell of small intestine"
"19426","transient amplifying cell of small intestine","CL:0009012","transit amplifying cell of small intestine"
"19427","transit amplifying cell of crypt of lieberkuhn of small intestine","CL:0009012","transit amplifying cell of small intestine"
"19428","transit-amplifying cell of small intestine","CL:0009012","transit amplifying cell of small intestine"
"19429","fetal hepatobiliary hybrid progenitor cell","CL:0009013","fetal hepatobiliary progenitor cell"
"19430","hhyp cell","CL:0009013","fetal hepatobiliary progenitor cell"
"19431","peyer's patch resident lymphocyte","CL:0009014","Peyer's patch lymphocyte"
"19432","small intestine peyer's patch lymphocyte","CL:0009014","Peyer's patch lymphocyte"
"19433","crypt stem cell of large intestine","CL:0009016","intestinal crypt stem cell of large intestine"
"19434","stem cell of large intestine crypt of lieberkuhn","CL:0009016","intestinal crypt stem cell of large intestine"
"19435","crypt stem cell of small intestine","CL:0009017","intestinal crypt stem cell of small intestine"
"19436","stem cell of small intestine crypt of lieberkuhn","CL:0009017","intestinal crypt stem cell of small intestine"
"19437","lamina propria lymphocyte of large intestine","CL:0009018","lymphocyte of large intestine lamina propria"
"19438","cortical nephrogenic niche cell","CL:0009019","nephrogenic zone cell"
"19439","cortical nephrogenic zone cell","CL:0009019","nephrogenic zone cell"
"19440","appendix tuft cell","CL:0009020","tuft cell of appendix"
"19441","tuft cell of appendix vermiformis","CL:0009020","tuft cell of appendix"
"19442","tuft cell of vermiform appendix","CL:0009020","tuft cell of appendix"
"19443","t cell of peyer's patch of small intestine","CL:0009023","small intestine Peyer's patch T cell"
"19444","t cell of small intestine peyer's patch","CL:0009023","small intestine Peyer's patch T cell"
"19445","mesothelial cell of large intestine","CL:0009025","mesothelial cell of colon"
"19446","appendix enterocyte","CL:0009026","enterocyte of appendix"
"19447","enterocyte of appendix vermiformis","CL:0009026","enterocyte of appendix"
"19448","enterocyte of vermiform appendix","CL:0009026","enterocyte of appendix"
"19449","appendix transit amplifying cell","CL:0009027","transit amplifying cell of appendix"
"19450","transit amplifying cell of appendix vermiformis","CL:0009027","transit amplifying cell of appendix"
"19451","transit amplifying cell of vermiform appendix","CL:0009027","transit amplifying cell of appendix"
"19452","appendix intestinal crypt stem cell","CL:0009028","intestinal crypt stem cell of appendix"
"19453","intestinal crypt stem cell of appendix vermiformis","CL:0009028","intestinal crypt stem cell of appendix"
"19454","intestinal crypt stem cell of vermiform appendix","CL:0009028","intestinal crypt stem cell of appendix"
"19455","stem cell of intestinal crypt of lieberkuhn of appendix","CL:0009028","intestinal crypt stem cell of appendix"
"19456","stem cell of intestinal crypt of lieberkuhn of appendix vermiformis","CL:0009028","intestinal crypt stem cell of appendix"
"19457","appendix mesothelial cell","CL:0009029","mesothelial cell of appendix"
"19458","mesothelial cell of appendix vermiformis","CL:0009029","mesothelial cell of appendix"
"19459","mesothelial cell of vermiform appendix","CL:0009029","mesothelial cell of appendix"
"19460","appendix enteroendocrine cell","CL:0009030","enteroendocrine cell of appendix"
"19461","enteroendocrine cell of appendix vermiformis","CL:0009030","enteroendocrine cell of appendix"
"19462","enteroendocrine cell of vermiform appendix","CL:0009030","enteroendocrine cell of appendix"
"19463","appendix t cell","CL:0009031","T cell of appendix"
"19464","t cell of appendix vermiformis","CL:0009031","T cell of appendix"
